market,markTwap,indexTwap,evt_block_time
SOLUSD,95.1231,94.6377,2022-02-14T21:54:35+00:00
ETHUSD,2901.5529,2896.6536,2022-02-14T21:49:25+00:00
SOLUSD,94.8856,94.5930,2022-02-14T21:49:25+00:00
SOLUSD,94.8572,94.5930,2022-02-14T21:44:25+00:00
ETHUSD,2900.6826,2896.5106,2022-02-14T21:44:25+00:00
ETHUSD,2899.8126,2896.5000,2022-02-14T21:34:08+00:00
ETHUSD,2899.2327,2897.7217,2022-02-14T21:29:05+00:00
SOLUSD,94.8667,94.5930,2022-02-14T21:24:00+00:00
SOLUSD,94.7624,94.5930,2022-02-14T21:18:59+00:00
ETHUSD,2899.2327,2900.2400,2022-02-14T21:18:59+00:00
ETHUSD,2898.6529,2898.2612,2022-02-14T21:13:56+00:00
SOLUSD,94.7908,94.5930,2022-02-14T21:08:49+00:00
ETHUSD,2898.3631,2898.5093,2022-02-14T21:08:49+00:00
ETHUSD,2898.9428,2896.9475,2022-02-14T21:03:47+00:00
SOLUSD,94.9426,94.5930,2022-02-14T21:03:47+00:00
SOLUSD,95.0661,94.5930,2022-02-14T20:58:43+00:00
ETHUSD,2902.1332,2897.7924,2022-02-14T20:58:43+00:00
ETHUSD,2901.8431,2896.2233,2022-02-14T20:53:36+00:00
SOLUSD,94.8762,94.4566,2022-02-14T20:48:36+00:00
ETHUSD,2900.9727,2896.6700,2022-02-14T20:48:36+00:00
ETHUSD,2897.7835,2894.7131,2022-02-14T20:43:36+00:00
SOLUSD,94.8477,94.2589,2022-02-14T20:43:36+00:00
SOLUSD,94.5920,94.0606,2022-02-14T20:38:35+00:00
ETHUSD,2893.7297,2888.2451,2022-02-14T20:38:35+00:00
ETHUSD,2887.0821,2881.6733,2022-02-14T20:33:32+00:00
SOLUSD,94.2803,94.0793,2022-02-14T20:33:32+00:00
ETHUSD,2879.5858,2874.6543,2022-02-14T20:28:32+00:00
SOLUSD,93.8758,94.2193,2022-02-14T20:28:32+00:00
SOLUSD,93.8571,94.3621,2022-02-14T20:23:26+00:00
ETHUSD,2876.9954,2872.3389,2022-02-14T20:23:26+00:00
ETHUSD,2876.4201,2872.1896,2022-02-14T20:18:26+00:00
SOLUSD,93.8008,94.4525,2022-02-14T20:18:26+00:00
SOLUSD,93.9322,94.4200,2022-02-14T20:13:18+00:00
ETHUSD,2878.7221,2875.0918,2022-02-14T20:13:18+00:00
SOLUSD,94.0544,94.4200,2022-02-14T20:08:16+00:00
ETHUSD,2881.0259,2879.5923,2022-02-14T20:08:16+00:00
SOLUSD,94.2898,94.4200,2022-02-14T20:03:15+00:00
ETHUSD,2887.3708,2883.9676,2022-02-14T20:03:15+00:00
SOLUSD,94.3464,94.4200,2022-02-14T19:58:15+00:00
ETHUSD,2887.9483,2885.1201,2022-02-14T19:58:15+00:00
ETHUSD,2887.3708,2884.2516,2022-02-14T19:53:14+00:00
SOLUSD,94.3464,94.3210,2022-02-14T19:53:14+00:00
SOLUSD,94.2992,94.1039,2022-02-14T19:48:07+00:00
ETHUSD,2883.6198,2880.4415,2022-02-14T19:48:07+00:00
SOLUSD,94.1202,93.9804,2022-02-14T19:43:06+00:00
ETHUSD,2876.9954,2874.2544,2022-02-14T19:43:06+00:00
ETHUSD,2872.1090,2870.2255,2022-02-14T19:38:06+00:00
SOLUSD,93.8477,94.1068,2022-02-14T19:38:06+00:00
ETHUSD,2869.2384,2869.3245,2022-02-14T19:33:06+00:00
SOLUSD,93.6883,94.4323,2022-02-14T19:33:06+00:00
SOLUSD,93.8289,94.6695,2022-02-14T19:28:04+00:00
ETHUSD,2874.1200,2873.8545,2022-02-14T19:28:04+00:00
SOLUSD,94.0732,94.8158,2022-02-14T19:23:02+00:00
ETHUSD,2879.5858,2878.4724,2022-02-14T19:23:02+00:00
SOLUSD,94.2615,95.0248,2022-02-14T19:18:02+00:00
ETHUSD,2883.6198,2883.6124,2022-02-14T19:18:02+00:00
ETHUSD,2893.7297,2894.6893,2022-02-14T19:12:55+00:00
SOLUSD,94.5636,95.2388,2022-02-14T19:12:55+00:00
SOLUSD,94.8762,95.5545,2022-02-14T19:07:53+00:00
ETHUSD,2904.1653,2903.4137,2022-02-14T19:07:53+00:00
ETHUSD,2915.8047,2911.6115,2022-02-14T19:02:53+00:00
SOLUSD,95.1897,95.7345,2022-02-14T19:02:53+00:00
ETHUSD,2924.2724,2918.3854,2022-02-14T18:57:35+00:00
SOLUSD,95.4185,95.9260,2022-02-14T18:57:35+00:00
SOLUSD,95.6382,95.9270,2022-02-14T18:52:30+00:00
ETHUSD,2931.0056,2925.1801,2022-02-14T18:52:30+00:00
ETHUSD,2936.2859,2929.2300,2022-02-14T18:47:30+00:00
SOLUSD,95.7817,95.9270,2022-02-14T18:47:30+00:00
ETHUSD,2936.2859,2929.2300,2022-02-14T18:42:30+00:00
ETHUSD,2936.2859,2929.2999,2022-02-14T18:37:30+00:00
SOLUSD,95.9639,96.5128,2022-02-14T18:32:20+00:00
ETHUSD,2941.2816,2936.5257,2022-02-14T18:32:20+00:00
ETHUSD,2947.7592,2941.8380,2022-02-14T18:27:16+00:00
SOLUSD,96.2522,96.8135,2022-02-14T18:27:16+00:00
SOLUSD,96.5028,96.7987,2022-02-14T18:22:15+00:00
ETHUSD,2952.4792,2948.7777,2022-02-14T18:22:15+00:00
SOLUSD,96.5896,96.8171,2022-02-14T18:17:05+00:00
ETHUSD,2953.3650,2948.5926,2022-02-14T18:17:05+00:00
ETHUSD,2951.8887,2948.7081,2022-02-14T18:11:50+00:00
ETHUSD,2951.0034,2946.6559,2022-02-14T18:06:49+00:00
SOLUSD,96.7346,96.8976,2022-02-14T18:06:49+00:00
SOLUSD,96.8895,97.0636,2022-02-14T18:01:46+00:00
ETHUSD,2952.7744,2944.9675,2022-02-14T18:01:46+00:00
ETHUSD,2953.0697,2945.3500,2022-02-14T17:56:44+00:00
SOLUSD,96.9283,97.2289,2022-02-14T17:56:44+00:00
ETHUSD,2952.1839,2945.7300,2022-02-14T17:51:44+00:00
SOLUSD,96.9186,97.3100,2022-02-14T17:51:44+00:00
SOLUSD,96.7636,97.3100,2022-02-14T17:46:41+00:00
ETHUSD,2947.1697,2945.7300,2022-02-14T17:46:41+00:00
ETHUSD,2952.4792,2950.6470,2022-02-14T17:41:30+00:00
ETHUSD,2955.7285,2953.1457,2022-02-14T17:36:29+00:00
SOLUSD,96.8701,97.3100,2022-02-14T17:36:29+00:00
ETHUSD,2958.3897,2955.6019,2022-02-14T17:31:27+00:00
SOLUSD,96.9186,97.3100,2022-02-14T17:31:27+00:00
ETHUSD,2954.5465,2952.1412,2022-02-14T17:26:24+00:00
SOLUSD,96.9186,97.3100,2022-02-14T17:26:24+00:00
SOLUSD,97.0155,97.3100,2022-02-14T17:21:14+00:00
ETHUSD,2954.5465,2951.1630,2022-02-14T17:21:14+00:00
SOLUSD,97.1223,97.3100,2022-02-14T17:16:12+00:00
ETHUSD,2953.6603,2950.2100,2022-02-14T17:11:07+00:00
SOLUSD,97.2098,97.3100,2022-02-14T17:11:07+00:00
SOLUSD,97.3654,97.3100,2022-02-14T17:06:06+00:00
SOLUSD,97.6091,97.3100,2022-02-14T17:00:54+00:00
ETHUSD,2958.0939,2954.3956,2022-02-14T17:00:54+00:00
SOLUSD,97.6677,97.3100,2022-02-14T16:55:51+00:00
ETHUSD,2960.7573,2956.5200,2022-02-14T16:55:51+00:00
ETHUSD,2960.1652,2958.5226,2022-02-14T16:50:45+00:00
SOLUSD,97.6970,97.3100,2022-02-14T16:50:45+00:00
SOLUSD,97.6482,97.3100,2022-02-14T16:45:45+00:00
ETHUSD,2959.8692,2958.5642,2022-02-14T16:45:45+00:00
ETHUSD,2959.2773,2958.3215,2022-02-14T16:40:14+00:00
SOLUSD,97.5408,97.3100,2022-02-14T16:40:14+00:00
ETHUSD,2956.3197,2952.8724,2022-02-14T16:35:13+00:00
SOLUSD,97.3654,97.2949,2022-02-14T16:35:13+00:00
SOLUSD,97.2292,97.2270,2022-02-14T16:30:12+00:00
ETHUSD,2952.1839,2949.7821,2022-02-14T16:30:12+00:00
SOLUSD,97.1612,97.1370,2022-02-14T16:25:04+00:00
ETHUSD,2945.9912,2944.3747,2022-02-14T16:25:04+00:00
ETHUSD,2943.3411,2942.0609,2022-02-14T16:20:00+00:00
SOLUSD,97.1515,96.9219,2022-02-14T16:20:00+00:00
ETHUSD,2942.4583,2939.7700,2022-02-14T16:14:59+00:00
SOLUSD,97.0544,96.7591,2022-02-14T16:14:59+00:00
SOLUSD,96.9186,96.6200,2022-02-14T16:09:51+00:00
ETHUSD,2943.9298,2937.9238,2022-02-14T16:09:51+00:00
ETHUSD,2943.0468,2935.9371,2022-02-14T16:04:40+00:00
SOLUSD,96.7636,96.6200,2022-02-14T16:04:40+00:00
ETHUSD,2940.9875,2934.0206,2022-02-14T15:59:40+00:00
SOLUSD,96.7540,96.6200,2022-02-14T15:59:40+00:00
ETHUSD,2939.2235,2934.0206,2022-02-14T15:54:35+00:00
SOLUSD,96.8024,96.6200,2022-02-14T15:54:35+00:00
SOLUSD,96.6766,96.7433,2022-02-14T15:49:34+00:00
ETHUSD,2935.4052,2929.3305,2022-02-14T15:49:34+00:00
ETHUSD,2932.1782,2927.0735,2022-02-14T15:44:30+00:00
SOLUSD,96.5028,96.9122,2022-02-14T15:44:30+00:00
SOLUSD,96.5607,97.0789,2022-02-14T15:39:30+00:00
ETHUSD,2932.7646,2928.1122,2022-02-14T15:39:30+00:00
SOLUSD,96.9089,97.1200,2022-02-14T15:34:25+00:00
ETHUSD,2937.4606,2934.1478,2022-02-14T15:34:25+00:00
ETHUSD,2941.2816,2937.5700,2022-02-14T15:29:17+00:00
SOLUSD,97.2389,97.1200,2022-02-14T15:29:17+00:00
SOLUSD,97.5018,97.1200,2022-02-14T15:24:16+00:00
ETHUSD,2945.4021,2939.6051,2022-02-14T15:24:16+00:00
SOLUSD,97.4628,97.1200,2022-02-14T15:19:13+00:00
ETHUSD,2945.9912,2938.5439,2022-02-14T15:19:13+00:00
ETHUSD,2945.1075,2937.2713,2022-02-14T15:14:10+00:00
SOLUSD,97.4336,97.1200,2022-02-14T15:14:10+00:00
SOLUSD,97.2389,97.1200,2022-02-14T15:08:57+00:00
ETHUSD,2943.0468,2936.4642,2022-02-14T15:08:57+00:00
SOLUSD,97.2487,97.1200,2022-02-14T15:03:55+00:00
ETHUSD,2945.6966,2941.8764,2022-02-14T15:03:55+00:00
SOLUSD,97.1806,97.1200,2022-02-14T14:58:55+00:00
ETHUSD,2947.1697,2945.3327,2022-02-14T14:58:55+00:00
SOLUSD,97.2681,97.1200,2022-02-14T14:53:54+00:00
ETHUSD,2949.5283,2948.6900,2022-02-14T14:53:54+00:00
ETHUSD,2949.2334,2946.7199,2022-02-14T14:48:51+00:00
SOLUSD,97.2876,97.1200,2022-02-14T14:48:51+00:00
ETHUSD,2951.8887,2949.1172,2022-02-14T14:43:51+00:00
SOLUSD,97.2389,97.1200,2022-02-14T14:43:51+00:00
SOLUSD,97.1709,97.1200,2022-02-14T14:38:49+00:00
ETHUSD,2953.3650,2951.2844,2022-02-14T14:38:49+00:00
ETHUSD,2955.4330,2954.0468,2022-02-14T14:33:45+00:00
SOLUSD,97.1320,97.0985,2022-02-14T14:33:45+00:00
ETHUSD,2956.9110,2956.2020,2022-02-14T14:28:41+00:00
SOLUSD,97.1709,96.9398,2022-02-14T14:28:41+00:00
ETHUSD,2957.5024,2956.0747,2022-02-14T14:23:30+00:00
SOLUSD,97.1029,96.6150,2022-02-14T14:23:30+00:00
ETHUSD,2953.9557,2955.2482,2022-02-14T14:18:20+00:00
SOLUSD,96.8605,96.0046,2022-02-14T14:18:20+00:00
SOLUSD,96.4159,95.5371,2022-02-14T14:13:20+00:00
ETHUSD,2951.2985,2949.5701,2022-02-14T14:13:20+00:00
ETHUSD,2946.2858,2943.8204,2022-02-14T14:08:19+00:00
SOLUSD,95.9063,95.2476,2022-02-14T14:08:19+00:00
ETHUSD,2943.6354,2938.6849,2022-02-14T14:03:14+00:00
SOLUSD,95.5999,95.3039,2022-02-14T14:03:14+00:00
ETHUSD,2938.9296,2934.2003,2022-02-14T13:58:14+00:00
SOLUSD,95.4853,95.4664,2022-02-14T13:58:14+00:00
ETHUSD,2935.9923,2931.4556,2022-02-14T13:53:13+00:00
SOLUSD,95.4566,95.7031,2022-02-14T13:47:45+00:00
ETHUSD,2937.1669,2933.6194,2022-02-14T13:47:45+00:00
SOLUSD,95.6095,95.5227,2022-02-14T13:42:17+00:00
ETHUSD,2941.8699,2938.6449,2022-02-14T13:42:17+00:00
SOLUSD,95.6956,95.3561,2022-02-14T13:37:14+00:00
ETHUSD,2945.1075,2940.8400,2022-02-14T13:37:14+00:00
SOLUSD,95.5904,95.2400,2022-02-14T13:32:04+00:00
ETHUSD,2945.1075,2937.9720,2022-02-14T13:32:04+00:00
ETHUSD,2941.2816,2932.7618,2022-02-14T13:26:56+00:00
SOLUSD,95.4185,95.2400,2022-02-14T13:26:56+00:00
SOLUSD,95.2754,95.2400,2022-02-14T13:21:55+00:00
ETHUSD,2938.6357,2929.6798,2022-02-14T13:21:55+00:00
SOLUSD,95.2564,95.1158,2022-02-14T13:16:53+00:00
ETHUSD,2934.5247,2927.5051,2022-02-14T13:16:53+00:00
SOLUSD,95.3231,94.7579,2022-02-14T13:11:53+00:00
ETHUSD,2935.6987,2929.8113,2022-02-14T13:11:53+00:00
ETHUSD,2933.0579,2924.0743,2022-02-14T13:06:42+00:00
ETHUSD,2925.7348,2917.9204,2022-02-14T13:01:35+00:00
SOLUSD,94.7245,93.9522,2022-02-14T13:01:35+00:00
ETHUSD,2918.7218,2911.8616,2022-02-14T12:56:35+00:00
SOLUSD,94.3464,93.7002,2022-02-14T12:56:35+00:00
ETHUSD,2910.2702,2904.8239,2022-02-14T12:51:35+00:00
SOLUSD,94.0544,93.3040,2022-02-14T12:51:35+00:00
ETHUSD,2897.7835,2891.6397,2022-02-14T12:46:25+00:00
SOLUSD,93.5385,92.8946,2022-02-14T12:46:25+00:00
ETHUSD,2881.6021,2875.6198,2022-02-14T12:41:20+00:00
SOLUSD,93.0813,92.6915,2022-02-14T12:41:20+00:00
SOLUSD,92.7654,92.6927,2022-02-14T12:36:20+00:00
ETHUSD,2869.2384,2865.3840,2022-02-14T12:36:20+00:00
SOLUSD,92.6912,92.8041,2022-02-14T12:31:18+00:00
ETHUSD,2865.7976,2863.1747,2022-02-14T12:31:18+00:00
SOLUSD,92.5893,93.0278,2022-02-14T12:26:18+00:00
ETHUSD,2865.7976,2863.2746,2022-02-14T12:26:18+00:00
ETHUSD,2866.9441,2865.6000,2022-02-14T12:21:16+00:00
SOLUSD,92.6819,93.2529,2022-02-14T12:21:16+00:00
SOLUSD,92.8768,93.3625,2022-02-14T12:16:16+00:00
ETHUSD,2871.8218,2870.2189,2022-02-14T12:16:16+00:00
ETHUSD,2874.6949,2872.5983,2022-02-14T12:11:12+00:00
SOLUSD,93.0255,93.3625,2022-02-14T12:11:12+00:00
SOLUSD,93.1279,93.3625,2022-02-14T12:06:11+00:00
ETHUSD,2878.1464,2874.9542,2022-02-14T12:06:11+00:00
SOLUSD,93.1092,93.3625,2022-02-14T12:01:08+00:00
ETHUSD,2876.9954,2872.9118,2022-02-14T12:01:08+00:00
SOLUSD,93.1837,93.1651,2022-02-14T11:56:07+00:00
SOLUSD,93.1931,92.9514,2022-02-14T11:51:07+00:00
ETHUSD,2875.8449,2873.0781,2022-02-14T11:51:07+00:00
ETHUSD,2877.2831,2875.0100,2022-02-14T11:46:00+00:00
SOLUSD,93.1185,92.7326,2022-02-14T11:46:00+00:00
ETHUSD,2876.9954,2874.4700,2022-02-14T11:41:00+00:00
SOLUSD,92.9139,92.7212,2022-02-14T11:41:00+00:00
SOLUSD,92.6912,92.7212,2022-02-14T11:35:44+00:00
ETHUSD,2876.9954,2874.4700,2022-02-14T11:35:44+00:00
ETHUSD,2874.1200,2872.2648,2022-02-14T11:25:41+00:00
SOLUSD,92.6078,92.7212,2022-02-14T11:25:41+00:00
ETHUSD,2873.2580,2872.4614,2022-02-14T11:20:37+00:00
SOLUSD,92.6541,92.7212,2022-02-14T11:20:37+00:00
ETHUSD,2873.5453,2874.8105,2022-02-14T11:15:27+00:00
SOLUSD,92.7376,92.7212,2022-02-14T11:15:27+00:00
ETHUSD,2875.5574,2875.1000,2022-02-14T11:10:24+00:00
SOLUSD,92.7283,92.7212,2022-02-14T11:10:24+00:00
SOLUSD,92.6819,92.7212,2022-02-14T11:00:07+00:00
ETHUSD,2875.5574,2872.8700,2022-02-14T11:00:07+00:00
ETHUSD,2871.5346,2868.5374,2022-02-14T10:55:07+00:00
ETHUSD,2868.3778,2864.9399,2022-02-14T10:50:07+00:00
SOLUSD,92.6541,92.7212,2022-02-14T10:50:07+00:00
ETHUSD,2866.0842,2863.5708,2022-02-14T10:45:05+00:00
ETHUSD,2866.6574,2864.3300,2022-02-14T10:40:04+00:00
SOLUSD,92.7376,92.7212,2022-02-14T10:40:04+00:00
ETHUSD,2866.6574,2863.5292,2022-02-14T10:35:04+00:00
SOLUSD,92.7283,92.7188,2022-02-14T10:35:04+00:00
ETHUSD,2866.6574,2862.7037,2022-02-14T10:30:03+00:00
SOLUSD,92.6912,92.7072,2022-02-14T10:30:03+00:00
ETHUSD,2866.9441,2861.8617,2022-02-14T10:24:56+00:00
SOLUSD,92.5986,92.6868,2022-02-14T10:19:55+00:00
ETHUSD,2866.0842,2861.8617,2022-02-14T10:19:55+00:00
SOLUSD,92.4505,92.6868,2022-02-14T10:14:52+00:00
ETHUSD,2863.2196,2858.9176,2022-02-14T10:14:52+00:00
ETHUSD,2861.2162,2856.3309,2022-02-14T10:09:52+00:00
SOLUSD,92.3674,92.7811,2022-02-14T10:09:52+00:00
SOLUSD,92.3674,92.9476,2022-02-14T10:04:48+00:00
ETHUSD,2859.2141,2853.7193,2022-02-14T10:04:48+00:00
ETHUSD,2860.0720,2854.1300,2022-02-14T09:59:45+00:00
SOLUSD,92.6356,93.2269,2022-02-14T09:59:45+00:00
ETHUSD,2859.2141,2856.1365,2022-02-14T09:54:36+00:00
SOLUSD,92.8860,93.4855,2022-02-14T09:54:36+00:00
SOLUSD,93.2397,93.6902,2022-02-14T09:49:07+00:00
ETHUSD,2861.2162,2860.5057,2022-02-14T09:49:07+00:00
SOLUSD,93.4450,93.7400,2022-02-14T09:44:06+00:00
ETHUSD,2863.7923,2862.6712,2022-02-14T09:44:06+00:00
SOLUSD,93.5759,93.7400,2022-02-14T09:39:05+00:00
ETHUSD,2865.7976,2862.4158,2022-02-14T09:39:05+00:00
ETHUSD,2866.9441,2860.2077,2022-02-14T09:34:03+00:00
ETHUSD,2864.0787,2859.6013,2022-02-14T09:23:56+00:00
ETHUSD,2861.7885,2859.1251,2022-02-14T09:18:47+00:00
SOLUSD,93.3423,93.7400,2022-02-14T09:18:47+00:00
SOLUSD,93.3516,93.8636,2022-02-14T09:13:47+00:00
ETHUSD,2860.9301,2858.6628,2022-02-14T09:13:47+00:00
ETHUSD,2862.9334,2858.6628,2022-02-14T09:08:45+00:00
SOLUSD,93.5198,94.0381,2022-02-14T09:08:45+00:00
ETHUSD,2863.5060,2860.6908,2022-02-14T09:03:45+00:00
SOLUSD,93.6976,94.2115,2022-02-14T09:03:45+00:00
SOLUSD,93.8195,94.2600,2022-02-14T08:58:39+00:00
ETHUSD,2865.2245,2862.8455,2022-02-14T08:58:39+00:00
SOLUSD,93.8852,94.2600,2022-02-14T08:53:33+00:00
ETHUSD,2866.3708,2865.0003,2022-02-14T08:53:33+00:00
SOLUSD,93.8758,94.2600,2022-02-14T08:48:23+00:00
ETHUSD,2867.5175,2866.9493,2022-02-14T08:48:23+00:00
ETHUSD,2870.3863,2871.0330,2022-02-14T08:43:15+00:00
SOLUSD,93.9040,94.3677,2022-02-14T08:43:15+00:00
SOLUSD,93.9603,94.5568,2022-02-14T08:38:15+00:00
ETHUSD,2874.1200,2875.9263,2022-02-14T08:38:15+00:00
ETHUSD,2880.7378,2881.2057,2022-02-14T08:33:15+00:00
SOLUSD,94.2050,94.7696,2022-02-14T08:33:15+00:00
SOLUSD,94.5069,94.7350,2022-02-14T08:28:15+00:00
ETHUSD,2886.5047,2884.4653,2022-02-14T08:28:15+00:00
ETHUSD,2890.2594,2885.9918,2022-02-14T08:23:14+00:00
SOLUSD,94.7434,94.6123,2022-02-14T08:23:14+00:00
SOLUSD,94.7624,94.4600,2022-02-14T08:18:02+00:00
ETHUSD,2890.2594,2884.9379,2022-02-14T08:18:02+00:00
ETHUSD,2888.2371,2883.8300,2022-02-14T08:12:34+00:00
SOLUSD,94.6866,94.4600,2022-02-14T08:07:21+00:00
ETHUSD,2883.3315,2879.4776,2022-02-14T08:02:20+00:00
ETHUSD,2879.0099,2875.0501,2022-02-14T07:57:15+00:00
ETHUSD,2874.6949,2870.4205,2022-02-14T07:51:53+00:00
SOLUSD,94.3086,94.4600,2022-02-14T07:51:53+00:00
SOLUSD,94.1390,94.4600,2022-02-14T07:46:53+00:00
ETHUSD,2872.6834,2870.8900,2022-02-14T07:46:53+00:00
SOLUSD,94.0732,94.4600,2022-02-14T07:36:51+00:00
ETHUSD,2872.3962,2872.5500,2022-02-14T07:31:43+00:00
SOLUSD,94.1484,94.4600,2022-02-14T07:31:43+00:00
ETHUSD,2872.9707,2873.3800,2022-02-14T07:26:43+00:00
ETHUSD,2873.5453,2873.3800,2022-02-14T07:21:37+00:00
SOLUSD,94.3558,94.4600,2022-02-14T07:21:37+00:00
SOLUSD,94.4124,94.4600,2022-02-14T07:16:34+00:00
ETHUSD,2872.6834,2871.3047,2022-02-14T07:16:34+00:00
SOLUSD,94.4407,94.4600,2022-02-14T07:11:34+00:00
ETHUSD,2874.6949,2871.1976,2022-02-14T07:11:34+00:00
ETHUSD,2874.6949,2871.1807,2022-02-14T07:06:30+00:00
SOLUSD,94.4596,93.9852,2022-02-14T07:01:21+00:00
ETHUSD,2874.1200,2869.9605,2022-02-14T07:01:21+00:00
ETHUSD,2861.7885,2858.9696,2022-02-14T06:51:14+00:00
SOLUSD,93.8477,93.3800,2022-02-14T06:51:14+00:00
SOLUSD,93.6695,93.3800,2022-02-14T06:46:12+00:00
ETHUSD,2858.3566,2854.9528,2022-02-14T06:46:12+00:00
ETHUSD,2858.0707,2852.8800,2022-02-14T06:41:06+00:00
ETHUSD,2859.5001,2856.5274,2022-02-14T06:31:03+00:00
SOLUSD,93.4730,93.3105,2022-02-14T06:31:03+00:00
SOLUSD,93.3329,93.2446,2022-02-14T06:26:00+00:00
ETHUSD,2859.5001,2855.2672,2022-02-14T06:26:00+00:00
ETHUSD,2856.6421,2851.1105,2022-02-14T06:21:00+00:00
ETHUSD,2853.5017,2848.8402,2022-02-14T06:15:59+00:00
SOLUSD,92.9325,93.1844,2022-02-14T06:15:59+00:00
ETHUSD,2851.5051,2850.3166,2022-02-14T06:10:48+00:00
ETHUSD,2852.0754,2851.7189,2022-02-14T06:05:42+00:00
SOLUSD,92.9232,93.1844,2022-02-14T06:05:42+00:00
SOLUSD,92.9511,93.2962,2022-02-14T06:00:35+00:00
ETHUSD,2851.7902,2851.0644,2022-02-14T06:00:35+00:00
ETHUSD,2855.4998,2853.5773,2022-02-14T05:55:34+00:00
SOLUSD,93.1744,93.7039,2022-02-14T05:50:19+00:00
ETHUSD,2859.2141,2856.3548,2022-02-14T05:50:19+00:00
ETHUSD,2861.7885,2860.8845,2022-02-14T05:45:19+00:00
SOLUSD,93.2770,93.7800,2022-02-14T05:45:19+00:00
SOLUSD,93.5479,93.7800,2022-02-14T05:35:15+00:00
ETHUSD,2865.5110,2864.7300,2022-02-14T05:35:15+00:00
SOLUSD,93.6321,93.7800,2022-02-14T05:30:00+00:00
SOLUSD,93.6508,93.7800,2022-02-14T05:24:49+00:00
SOLUSD,93.7632,93.5901,2022-02-14T05:14:44+00:00
ETHUSD,2871.2475,2867.8400,2022-02-14T05:14:44+00:00
SOLUSD,93.7539,93.3814,2022-02-14T05:09:43+00:00
ETHUSD,2869.5253,2863.9857,2022-02-14T05:04:43+00:00
SOLUSD,93.6976,93.1734,2022-02-14T05:04:43+00:00
SOLUSD,93.5104,93.1561,2022-02-14T04:59:38+00:00
ETHUSD,2866.3708,2862.0100,2022-02-14T04:59:38+00:00
SOLUSD,93.4917,93.1561,2022-02-14T04:54:30+00:00
ETHUSD,2865.2245,2862.2338,2022-02-14T04:54:30+00:00
ETHUSD,2864.3651,2862.4913,2022-02-14T04:49:25+00:00
SOLUSD,93.3610,93.1561,2022-02-14T04:49:25+00:00
ETHUSD,2865.7976,2862.7700,2022-02-14T04:43:55+00:00
SOLUSD,93.2956,93.1561,2022-02-14T04:43:55+00:00
ETHUSD,2866.0842,2864.7314,2022-02-14T04:38:41+00:00
SOLUSD,93.2117,93.1561,2022-02-14T04:38:41+00:00
ETHUSD,2866.3708,2865.6127,2022-02-14T04:33:34+00:00
SOLUSD,93.1465,93.1810,2022-02-14T04:33:34+00:00
SOLUSD,93.0999,93.2366,2022-02-14T04:28:19+00:00
SOLUSD,93.0348,93.3150,2022-02-14T04:21:30+00:00
ETHUSD,2865.7976,2864.2899,2022-02-14T04:21:30+00:00
ETHUSD,2866.9441,2865.5645,2022-02-14T04:16:07+00:00
SOLUSD,93.2024,93.3150,2022-02-14T04:16:07+00:00
ETHUSD,2866.6574,2864.9739,2022-02-14T04:11:05+00:00
SOLUSD,93.3236,93.3150,2022-02-14T04:11:05+00:00
SOLUSD,93.4170,93.1374,2022-02-14T04:05:49+00:00
ETHUSD,2869.2384,2867.7308,2022-02-14T04:00:40+00:00
SOLUSD,93.3610,92.9125,2022-02-14T04:00:40+00:00
SOLUSD,93.0999,92.6862,2022-02-14T03:55:29+00:00
SOLUSD,92.8953,92.5340,2022-02-14T03:50:24+00:00
SOLUSD,92.6819,92.3516,2022-02-14T03:45:20+00:00
ETHUSD,2867.2308,2866.2961,2022-02-14T03:45:20+00:00
SOLUSD,92.4505,92.0676,2022-02-14T03:35:16+00:00
ETHUSD,2862.6471,2858.9830,2022-02-14T03:35:16+00:00
ETHUSD,2861.5023,2858.9830,2022-02-14T03:30:12+00:00
SOLUSD,92.3489,91.9033,2022-02-14T03:30:12+00:00
SOLUSD,92.1460,91.7412,2022-02-14T03:25:12+00:00
ETHUSD,2860.3580,2856.9724,2022-02-14T03:25:12+00:00
SOLUSD,91.8608,91.6337,2022-02-14T03:20:01+00:00
ETHUSD,2857.4992,2854.8013,2022-02-14T03:20:01+00:00
SOLUSD,91.6772,91.6337,2022-02-14T03:15:00+00:00
ETHUSD,2855.4998,2852.7000,2022-02-14T03:15:00+00:00
ETHUSD,2852.9311,2849.6819,2022-02-14T03:09:59+00:00
SOLUSD,91.6131,91.7298,2022-02-14T03:09:59+00:00
SOLUSD,91.5856,91.8966,2022-02-14T03:04:59+00:00
ETHUSD,2849.5098,2846.5917,2022-02-14T03:04:59+00:00
SOLUSD,91.5948,92.0672,2022-02-14T02:59:52+00:00
ETHUSD,2847.8007,2845.9390,2022-02-14T02:59:52+00:00
SOLUSD,91.7139,92.1339,2022-02-14T02:54:46+00:00
ETHUSD,2851.2199,2848.4552,2022-02-14T02:54:46+00:00
ETHUSD,2854.6433,2850.9199,2022-02-14T02:49:46+00:00
SOLUSD,91.8516,92.1339,2022-02-14T02:49:46+00:00
SOLUSD,91.9803,92.1339,2022-02-14T02:44:45+00:00
ETHUSD,2857.7850,2853.3328,2022-02-14T02:44:45+00:00
ETHUSD,2858.9283,2856.0878,2022-02-14T02:39:31+00:00
SOLUSD,92.0079,92.1339,2022-02-14T02:39:31+00:00
SOLUSD,92.0539,92.0892,2022-02-14T02:34:31+00:00
